,eval_loss,eval_rmse,eval_pearson,eval_spearman,eval_kappa,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step,loss,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0,0.016991127282381058,5.254292964935303,0.5607862807925794,0.5489052372023663,0.4317349689784674,0.6082,129.889,16.442,1.0,133,,,,,,,
1,0.013369295746088028,4.642947673797607,0.6482765958868493,0.6224580159899785,0.5557676596592607,0.6076,130.021,16.458,2.0,266,,,,,,,
2,0.015021479688584805,4.924750328063965,0.649599333537294,0.6257415668081804,0.542012596621815,0.6121,129.072,16.338,3.0,399,,,,,,,
3,,,,,,,,,3.76,500,0.024,4.87218045112782e-05,,,,,
4,0.01790948398411274,5.330827236175537,0.6535173859311627,0.6270979388995266,0.5199079509698024,0.6073,130.075,16.465,4.0,532,,,,,,,
5,0.03710894286632538,7.695140838623047,0.6351506923471478,0.6032034311731481,0.32656703277528054,0.6073,130.086,16.467,5.0,665,,,,,,,
6,0.029250754043459892,6.88605260848999,0.6326560092227433,0.6159080398176636,0.33300139414459273,0.6036,130.882,16.567,6.0,798,,,,,,,
7,0.01778322085738182,5.263920783996582,0.6715700149750727,0.6463383949339491,0.5143268020852059,0.6151,128.429,16.257,7.0,931,,,,,,,
8,,,,,,,,,7.52,1000,0.016,3.744360902255639e-05,,,,,
9,0.012236611917614937,4.405117988586426,0.6713227073730735,0.6575864387166381,0.5602761433508866,0.609,129.71,16.419,8.0,1064,,,,,,,
10,0.016277650371193886,5.034060955047607,0.6526683678706712,0.6325361263175651,0.5481466155879173,0.6093,129.657,16.412,9.0,1197,,,,,,,
11,0.014722321182489395,4.875669479370117,0.6818272519481053,0.6588472658880403,0.5536882956937662,0.6202,127.387,16.125,10.0,1330,,,,,,,
12,0.0183663722127676,5.489921569824219,0.6572148056499342,0.6326087736616578,0.48281464538182417,0.6077,129.988,16.454,11.0,1463,,,,,,,
13,,,,,,,,,11.28,1500,0.0155,2.6165413533834584e-05,,,,,
14,0.014340100809931755,4.839186191558838,0.6677037507708653,0.6321456143307208,0.5139120246758111,0.6168,128.081,16.213,12.0,1596,,,,,,,
15,0.022297091782093048,5.973570346832275,0.6766736508834947,0.6518430567528911,0.4200734976864595,0.6109,129.324,16.37,13.0,1729,,,,,,,
16,0.03243713080883026,7.191767692565918,0.6728585902481081,0.6502360999855269,0.3589715662419647,0.6159,128.274,16.237,14.0,1862,,,,,,,
17,0.02094264142215252,5.840713024139404,0.6595577223916241,0.6380407677283936,0.45436833170970725,0.6072,130.1,16.468,15.0,1995,,,,,,,
18,,,,,,,,,15.0,1995,,,278.2207,75.983,9.561,4589635562910720.0,0.017342485461318703
19,0.009967170655727386,4.034643650054932,0.783358982455383,0.8088306859605864,0.6909014507500932,0.7575,128.052,17.162,15.0,1995,,,,,,,
