,eval_loss,eval_rmse,eval_pearson,eval_spearman,eval_kappa,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step,loss,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0,0.017855329439044,5.355701923370361,0.4238931713906008,0.44903060251389504,0.2547169811320754,0.4843,163.135,10.325,1.0,67,,,,,,,
1,0.01368220429867506,4.761395454406738,0.5630830189957376,0.5697793292334489,0.47014240513553374,0.4741,166.639,10.547,2.0,134,,,,,,,
2,0.022258412092924118,5.9714508056640625,0.6187050616544175,0.6273739369462422,0.4088400833692948,0.4754,166.168,10.517,3.0,201,,,,,,,
3,0.01974714733660221,5.605151176452637,0.6610779522506954,0.6694077813061932,0.46766307789740347,0.4857,162.643,10.294,4.0,268,,,,,,,
4,0.012334203347563744,4.487676620483398,0.6655569901897658,0.6699683524190894,0.6065144512868736,0.4764,165.833,10.496,5.0,335,,,,,,,
5,0.0277821347117424,6.688361167907715,0.6744333319904434,0.6911655525117891,0.3952147599969873,0.4739,166.69,10.55,6.0,402,,,,,,,
6,0.019144339486956596,5.54726505279541,0.6717151009549863,0.6728324146387251,0.48805867196223807,0.4711,167.7,10.614,7.0,469,,,,,,,
7,,,,,,,,,7.46,500,0.0229,3.0149253731343288e-05,,,,,
8,0.020148340612649918,5.653496742248535,0.693624374260941,0.6986547472593883,0.4862306930046817,0.4767,165.737,10.49,8.0,536,,,,,,,
9,0.016608113422989845,5.113892555236816,0.7035244083878789,0.7125550587061886,0.5471640152158852,0.4851,162.863,10.308,9.0,603,,,,,,,
10,0.018178466707468033,5.487615585327148,0.6731871352357702,0.6752296913512815,0.504497472380572,0.4752,166.246,10.522,10.0,670,,,,,,,
11,0.02100604586303234,5.748968124389648,0.6985902272315373,0.7111305865238675,0.48866296910872187,0.4782,165.214,10.457,11.0,737,,,,,,,
12,0.019255511462688446,5.572309494018555,0.6848424375773441,0.6903321025419122,0.5070202808112323,0.4857,162.662,10.295,12.0,804,,,,,,,
13,0.01997126266360283,5.6400465965271,0.6939097262134287,0.702045070409252,0.5037002028771671,0.4748,166.4,10.532,13.0,871,,,,,,,
14,0.018621090799570084,5.467973709106445,0.6923091730274076,0.6825097555662469,0.5171924775260268,0.4692,168.374,10.657,14.0,938,,,,,,,
15,,,,,,,,,14.0,938,,,174.5129,90.853,5.759,3780273119078400.0,0.01809718512268717
16,0.011076811701059341,4.242640495300293,0.7931811028873721,0.8031032973083445,0.6683826752201458,0.5952,162.97,11.761,14.0,938,,,,,,,
