,eval_loss,eval_accuracy,eval_f1_score_avg,eval_f1_score_macro,eval_f1_score_weighted,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step,loss,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0,1.978744626045227,0.41024492815700325,0.41024492815700325,0.08212610031502394,0.5052113972688563,2.9599,89.869,5.743,1.0,67,,,,,,,
1,1.2471487522125244,0.8320158872318056,0.8320158872318056,0.10092615225834486,0.7561915832664444,2.9608,89.84,5.742,2.0,134,,,,,,,
2,0.7087697386741638,0.8325026284023208,0.8325026284023208,0.10095515347265754,0.7564088755507238,2.939,90.506,5.784,3.0,201,,,,,,,
3,0.6338322162628174,0.8325026284023208,0.8325026284023208,0.10095515347265754,0.7564088755507238,2.9616,89.817,5.74,4.0,268,,,,,,,
4,0.5501094460487366,0.8325220980491413,0.8325220980491413,0.10107713045899519,0.7564558303020641,2.9538,90.054,5.755,5.0,335,,,,,,,
5,0.4640907943248749,0.8467544098750048,0.8467544098750048,0.17241226569222526,0.7872390552855598,2.9449,90.326,5.773,6.0,402,,,,,,,
6,0.4020901918411255,0.8737004010747245,0.8737004010747245,0.26631387164921516,0.8345029034721047,2.9815,89.216,5.702,7.0,469,,,,,,,
7,,,,,,,,,7.46,500,0.9524,1.0049751243781096e-05,,,,,
8,0.3597492277622223,0.8929169424866633,0.8929169424866633,0.33893829887538734,0.8668639326405744,2.9618,89.81,5.74,8.0,536,,,,,,,
9,0.32729673385620117,0.9060784237373934,0.9060784237373934,0.3893328031941328,0.8856292979115966,2.9972,88.751,5.672,9.0,603,,,,,,,
10,0.30567970871925354,0.9145866593979985,0.9145866593979985,0.4210661696900872,0.8969421802401563,2.9745,89.428,5.715,10.0,670,,,,,,,
11,0.288191556930542,0.9197850550991005,0.9197850550991005,0.44679042443020633,0.9040819357888839,2.9736,89.453,5.717,11.0,737,,,,,,,
12,0.2748452126979828,0.923425879054554,0.923425879054554,0.463478723509298,0.9084994871590134,2.9592,89.889,5.745,12.0,804,,,,,,,
13,0.26581597328186035,0.9258206456134885,0.9258206456134885,0.4739235392627583,0.9112937521718029,2.962,89.803,5.739,13.0,871,,,,,,,
14,0.26220133900642395,0.9267162493672365,0.9267162493672365,0.48001453095080115,0.9131022263775217,2.9636,89.756,5.736,14.0,938,,,,,,,
15,,,,,,,,,14.93,1000,0.3162,9.950248756218906e-08,,,,,
16,0.2600199580192566,0.9273003387718547,0.9273003387718547,0.4824425676972061,0.9136757592568181,2.98,89.263,5.705,15.0,1005,,,,,,,
17,,,,,,,,,15.0,1005,,,360.8465,43.938,2.785,4021826565657600.0,0.632658745874813
18,0.2704967260360718,0.9246473565198665,0.9246473565198665,0.4902371010152112,0.9131070962287374,2.7225,89.257,5.877,15.0,1005,,,,,,,
