,eval_loss,eval_accuracy,eval_f1_score_avg,eval_f1_score_macro,eval_f1_score_weighted,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step,loss,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0,0.1904861479997635,0.9399945484988902,0.9399945484988902,0.5681678050142844,0.931416641694589,2.9334,90.678,5.795,1.0,67,,,,,,,
1,0.08861120045185089,0.9717106031696585,0.9717106031696585,0.8263373411878815,0.971431897479348,2.9237,90.979,5.814,2.0,134,,,,,,,
2,0.05973769351840019,0.9822631517464273,0.9822631517464273,0.8879849423617809,0.9822166387438906,2.9256,90.923,5.811,3.0,201,,,,,,,
3,0.050634775310754776,0.9857092792336747,0.9857092792336747,0.9190471493472813,0.9856384046584151,2.9163,91.21,5.829,4.0,268,,,,,,,
4,0.04688141122460365,0.9865464740469608,0.9865464740469608,0.9212189187605221,0.9865644944052729,2.9296,90.798,5.803,5.0,335,,,,,,,
5,0.0427936390042305,0.9875394260348117,0.9875394260348117,0.9283821742648245,0.9874886158131412,2.9193,91.119,5.823,6.0,402,,,,,,,
6,0.04191704839468002,0.9881819243798917,0.9881819243798917,0.9323741093123616,0.988173724882553,2.9273,90.87,5.807,7.0,469,,,,,,,
7,,,,,,,,,7.46,500,0.1463,0.0002512437810945274,,,,,
8,0.039129588752985,0.9892332853082045,0.9892332853082045,0.9381234750666412,0.98921831290123,2.9171,91.186,5.828,8.0,536,,,,,,,
9,0.03819877654314041,0.9893695728359487,0.9893695728359487,0.9389226714315699,0.9893425354049736,2.9328,90.699,5.797,9.0,603,,,,,,,
10,0.03770418092608452,0.9896810871850784,0.9896810871850784,0.9402097052945617,0.989655099394892,2.9342,90.656,5.794,10.0,670,,,,,,,
11,0.03737311437726021,0.9895447996573342,0.9895447996573342,0.9405718205888811,0.9895675102863577,2.928,90.846,5.806,11.0,737,,,,,,,
12,0.037761423736810684,0.9895837389509754,0.9895837389509754,0.9401872255248475,0.9896089705112102,2.924,90.97,5.814,12.0,804,,,,,,,
13,0.03654273971915245,0.9899536622405669,0.9899536622405669,0.9415618276683398,0.9899512572668109,2.9226,91.015,5.817,13.0,871,,,,,,,
14,0.03706680238246918,0.9898757836532845,0.9898757836532845,0.9409153966001573,0.9899041205792546,2.9141,91.28,5.834,14.0,938,,,,,,,
15,,,,,,,,,14.93,1000,0.03,2.4875621890547264e-06,,,,,
16,0.03672262281179428,0.990148358708773,0.990148358708773,0.941374045172795,0.9901420538271187,2.9328,90.697,5.796,15.0,1005,,,,,,,
17,,,,,,,,,15.0,1005,,,357.977,44.291,2.807,4021826565657600.0,0.0878493509778929
18,0.08369668573141098,0.9808764940239044,0.9808764940239044,0.8899489872069817,0.9812703523021508,2.6835,90.555,5.962,15.0,1005,,,,,,,
