,eval_loss,eval_accuracy,eval_f1_score_avg,eval_f1_score_macro,eval_f1_score_weighted,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step,loss,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0,0.7866846323013306,0.8325026284023208,0.8325026284023208,0.10095515347265754,0.7564088755507238,3.0903,86.076,11.002,1.0,133,,,,,,,
1,0.6186972260475159,0.8325026284023208,0.8325026284023208,0.10095515347265754,0.7564088755507238,3.1083,85.578,10.938,2.0,266,,,,,,,
2,0.4409378170967102,0.8513881858183092,0.8513881858183092,0.2029439182929071,0.7976348761278308,3.0917,86.036,10.997,3.0,399,,,,,,,
3,,,,,,,,,3.76,500,0.7893,1.49874686716792e-05,,,,,
4,0.3370960056781769,0.9074802383084771,0.9074802383084771,0.38517065126043043,0.8870126575086149,3.1155,85.38,10.913,4.0,532,,,,,,,
5,0.281859815120697,0.9196877068649975,0.9196877068649975,0.43684770481322394,0.9049484731781523,3.139,84.741,10.832,5.0,665,,,,,,,
6,0.24056504666805267,0.9297729839180717,0.9297729839180717,0.4832482812236708,0.9170110301264989,3.1125,85.462,10.924,6.0,798,,,,,,,
7,0.20869775116443634,0.9371909193567228,0.9371909193567228,0.5293877985156459,0.9266974495319731,3.1078,85.591,10.94,7.0,931,,,,,,,
8,,,,,,,,,7.52,1000,0.2808,9.974937343358396e-06,,,,,
9,0.18981724977493286,0.942973404462443,0.942973404462443,0.5675226443162623,0.9345936943857641,3.1333,84.894,10.851,8.0,1064,,,,,,,
10,0.17304567992687225,0.9466336980647171,0.9466336980647171,0.5912811973315131,0.9393117419745749,3.1263,85.084,10.875,9.0,1197,,,,,,,
11,0.16240987181663513,0.9491842217982166,0.9491842217982166,0.6109257072314418,0.9424901829348519,3.1279,85.04,10.87,10.0,1330,,,,,,,
12,0.15557822585105896,0.9509364900120711,0.9509364900120711,0.6248568402128227,0.9448785097536655,3.0986,85.846,10.973,11.0,1463,,,,,,,
13,,,,,,,,,11.28,1500,0.1917,4.962406015037594e-06,,,,,
14,0.15086868405342102,0.9519489116467428,0.9519489116467428,0.638959617230481,0.946492707157498,3.1419,84.663,10.822,12.0,1596,,,,,,,
15,0.14677171409130096,0.9532533779837233,0.9532533779837233,0.6501355740371555,0.948086763962041,3.1113,85.495,10.928,13.0,1729,,,,,,,
16,0.1451040804386139,0.9536622405669561,0.9536622405669561,0.6553260618394997,0.9486877225999008,3.1315,84.942,10.857,14.0,1862,,,,,,,
17,0.14440201222896576,0.9538958763288033,0.9538958763288033,0.6566764445269475,0.9489724299756668,3.1097,85.54,10.934,15.0,1995,,,,,,,
18,,,,,,,,,15.0,1995,,,385.438,41.135,5.176,4021826565657600.0,0.35713866575618736
19,0.15422770380973816,0.9523635188973835,0.9523635188973835,0.6800028645193092,0.9488974696962981,2.8677,84.737,10.81,15.0,1995,,,,,,,
