,eval_loss,eval_accuracy,eval_f1_score_avg,eval_f1_score_macro,eval_f1_score_weighted,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step,loss,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0,0.5655967593193054,0.8325220980491413,0.8325220980491413,0.10107713045899519,0.7564558303020641,3.12,85.256,10.897,1.0,133,,,,,,,
1,0.2287001609802246,0.9325376737665979,0.9325376737665979,0.5056301693273476,0.9206074169025191,3.1208,85.233,10.894,2.0,266,,,,,,,
2,0.14454126358032227,0.953272847630544,0.953272847630544,0.6534428075442104,0.9493103349082411,3.1264,85.081,10.875,3.0,399,,,,,,,
3,,,,,,,,,3.76,500,0.4957,4.49624060150376e-05,,,,,
4,0.11383481323719025,0.9645068338460341,0.9645068338460341,0.7659426215567806,0.9631744614568939,3.1391,84.737,10.831,4.0,532,,,,,,,
5,0.09935056418180466,0.9693547759043651,0.9693547759043651,0.7996102245272783,0.9685820694136088,3.1438,84.61,10.815,5.0,665,,,,,,,
6,0.08989857137203217,0.9721973443401737,0.9721973443401737,0.8196751074286112,0.9716258670236558,3.1511,84.415,10.79,6.0,798,,,,,,,
7,0.08333482593297958,0.9744752930181847,0.9744752930181847,0.8324158356037654,0.9740143956642543,3.1485,84.484,10.799,7.0,931,,,,,,,
8,,,,,,,,,7.52,1000,0.106,2.9924812030075187e-05,,,,,
9,0.07768671214580536,0.9757797593551653,0.9757797593551653,0.8405278177140532,0.9755198442622807,3.1679,83.966,10.733,8.0,1064,,,,,,,
10,0.07414715737104416,0.9773373311008138,0.9773373311008138,0.852256457647268,0.9769922737789584,3.1472,84.52,10.803,9.0,1197,,,,,,,
11,0.07119329273700714,0.9785833884973326,0.9785833884973326,0.8608960225214148,0.9783720741327437,3.151,84.417,10.79,10.0,1330,,,,,,,
12,0.06970147788524628,0.9788364939060006,0.9788364939060006,0.8653727331392024,0.9786081044159989,3.146,84.551,10.807,11.0,1463,,,,,,,
13,,,,,,,,,11.28,1500,0.082,1.4887218045112781e-05,,,,,
14,0.06806918978691101,0.9794400529574393,0.9794400529574393,0.8702531338291203,0.9792205602036705,3.1322,84.924,10.855,12.0,1596,,,,,,,
15,0.0667172372341156,0.9799852030684163,0.9799852030684163,0.8727508621561719,0.9797521387201494,3.1321,84.927,10.855,13.0,1729,,,,,,,
16,0.06639058887958527,0.9800436120088781,0.9800436120088781,0.8747974440097067,0.979860863168586,3.1188,85.289,10.902,14.0,1862,,,,,,,
17,0.06601881235837936,0.9802383084770843,0.9802383084770843,0.8762780476744216,0.9800307863477953,3.1567,84.265,10.771,15.0,1995,,,,,,,
18,,,,,,,,,15.0,1995,,,386.6687,41.004,5.159,4021826565657600.0,0.18938307606785518
19,0.08649776875972748,0.9748896306665231,0.9748896306665231,0.8517827551781281,0.9753469164943191,2.8826,84.299,10.754,15.0,1995,,,,,,,
