,eval_loss,eval_accuracy,eval_f1_score_avg,eval_f1_score_macro,eval_f1_score_weighted,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step,loss,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0,0.6586676836013794,0.8325026284023208,0.8325026284023208,0.10095515347265754,0.7564088755507238,2.9834,89.161,5.698,1.0,67,,,,,,,
1,0.3267481029033661,0.9090767493477668,0.9090767493477668,0.3985949358742913,0.8905211209676527,2.9786,89.304,5.707,2.0,134,,,,,,,
2,0.17495512962341309,0.9454460496086601,0.9454460496086601,0.5861197580372502,0.9393264521544623,2.9868,89.06,5.692,3.0,201,,,,,,,
3,0.12622995674610138,0.9599898757836532,0.9599898757836532,0.7305903091132857,0.9575697809496292,2.993,88.874,5.68,4.0,268,,,,,,,
4,0.10612645745277405,0.966784782524045,0.966784782524045,0.78536972060609,0.9658255044526759,3.0065,88.474,5.654,5.0,335,,,,,,,
5,0.0939231663942337,0.9705813636540633,0.9705813636540633,0.8084732674318202,0.9698470596474054,2.9833,89.163,5.698,6.0,402,,,,,,,
6,0.08692826330661774,0.973170826681204,0.973170826681204,0.8239295962617259,0.9727253953460931,2.9813,89.221,5.702,7.0,469,,,,,,,
7,,,,,,,,,7.46,500,0.3494,5.024875621890548e-05,,,,,
8,0.08021232485771179,0.9747673377204937,0.9747673377204937,0.8345805995183528,0.9744795546376885,2.9751,89.41,5.714,8.0,536,,,,,,,
9,0.07610372453927994,0.9763443791129629,0.9763443791129629,0.8428688776315315,0.9759909861637108,2.9885,89.009,5.689,9.0,603,,,,,,,
10,0.07276693731546402,0.9777851329776878,0.9777851329776878,0.8551961905264653,0.9775669978521632,3.015,88.225,5.638,10.0,670,,,,,,,
11,0.07031800597906113,0.9787002063782563,0.9787002063782563,0.8629290811143033,0.9784308079616021,2.9912,88.928,5.683,11.0,737,,,,,,,
12,0.0695219486951828,0.9791674779019509,0.9791674779019509,0.8672553052694919,0.9789584858756516,2.9922,88.897,5.681,12.0,804,,,,,,,
13,0.06754716485738754,0.9799852030684163,0.9799852030684163,0.8718992140101207,0.9797015756117183,2.9543,90.039,5.754,13.0,871,,,,,,,
14,0.06716363877058029,0.9797710369533896,0.9797710369533896,0.8722328812963719,0.9795627371768865,2.9375,90.553,5.787,14.0,938,,,,,,,
15,,,,,,,,,14.93,1000,0.0793,4.975124378109453e-07,,,,,
16,0.06687145680189133,0.9801214905961606,0.9801214905961606,0.8741823562419058,0.9798984721473425,2.9389,90.509,5.784,15.0,1005,,,,,,,
17,,,,,,,,,15.0,1005,,,361.8464,43.817,2.777,4021826565657600.0,0.21366478587264445
18,0.08638421446084976,0.9745450629912781,0.9745450629912781,0.8510756856843007,0.9750284196532953,2.6961,90.13,5.935,15.0,1005,,,,,,,
