,eval_loss,eval_accuracy,eval_f1_score_avg,eval_f1_score_macro,eval_f1_score_weighted,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step,loss,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0,0.37807604670524597,0.8874654413768934,0.8874654413768934,0.3105096240911167,0.8581918730486988,3.1407,84.695,10.826,1.0,133,,,,,,,
1,0.1421763002872467,0.9512674740080215,0.9512674740080215,0.6661130759541611,0.9467236101208278,3.1202,85.252,10.897,2.0,266,,,,,,,
2,0.1000494733452797,0.9686733382656438,0.9686733382656438,0.7976244087238654,0.9682352268031184,3.1487,84.479,10.798,3.0,399,,,,,,,
3,,,,,,,,,3.76,500,0.3677,7.4937343358396e-05,,,,,
4,0.08313778042793274,0.9735991589112574,0.9735991589112574,0.8311416962862496,0.9733650300544108,3.1512,84.411,10.789,4.0,532,,,,,,,
5,0.07300368696451187,0.9782329348545618,0.9782329348545618,0.8605575345138593,0.9780531291763076,3.14,84.713,10.828,5.0,665,,,,,,,
6,0.06681885570287704,0.9801214905961606,0.9801214905961606,0.8762562877075398,0.9799508757099031,3.1439,84.608,10.815,6.0,798,,,,,,,
7,0.06272734701633453,0.9816011837545267,0.9816011837545267,0.8862847701603412,0.9814019293695243,3.137,84.793,10.838,7.0,931,,,,,,,
8,,,,,,,,,7.52,1000,0.0776,4.987468671679198e-05,,,,,
9,0.05825616046786308,0.9827109536233013,0.9827109536233013,0.8951643627856145,0.9826314199172848,3.1656,84.029,10.741,8.0,1064,,,,,,,
10,0.05605677515268326,0.9838986020793583,0.9838986020793583,0.9038342943239783,0.9838260391601054,3.1685,83.951,10.731,9.0,1197,,,,,,,
11,0.0533953495323658,0.9846189790117207,0.9846189790117207,0.9103933548699525,0.9845620248870379,3.1442,84.601,10.814,10.0,1330,,,,,,,
12,0.052868254482746124,0.9848136754799268,0.9848136754799268,0.9085240831973648,0.9847405781636563,3.166,84.018,10.739,11.0,1463,,,,,,,
13,,,,,,,,,11.28,1500,0.0606,2.4812030075187968e-05,,,,,
14,0.05162415653467178,0.9850862505354153,0.9850862505354153,0.9104226718637933,0.9849985553582784,3.1563,84.276,10.772,12.0,1596,,,,,,,
15,0.05045807361602783,0.9854756434718274,0.9854756434718274,0.9116149584955219,0.9853705492613897,3.1724,83.849,10.718,13.0,1729,,,,,,,
16,0.05054448917508125,0.9855535220591098,0.9855535220591098,0.9128430881133214,0.9854833034470537,3.1482,84.493,10.8,14.0,1862,,,,,,,
17,0.0500551201403141,0.9856898095868541,0.9856898095868541,0.9128917557531876,0.9856031067469978,3.1772,83.723,10.701,15.0,1995,,,,,,,
18,,,,,,,,,15.0,1995,,,387.8444,40.88,5.144,4021826565657600.0,0.14003373052840842
19,0.07908862084150314,0.9780122752234306,0.9780122752234306,0.8705734802181004,0.9784962534935345,2.9007,83.772,10.687,15.0,1995,,,,,,,
