,eval_loss,eval_rmse,eval_pearson,eval_spearman,eval_kappa,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step,loss,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0,0.01773095317184925,5.31417989730835,0.4147524178391678,0.4261772536038005,0.2274277916761428,0.4682,168.741,10.68,1.0,67,,,,,,,
1,0.014336644671857357,4.818214416503906,0.5715751709596179,0.5795759779165045,0.43776533328245293,0.4731,167.001,10.57,2.0,134,,,,,,,
2,0.018999826163053513,5.533556938171387,0.6257782540084804,0.6352642059303056,0.45807304941146676,0.4735,166.83,10.559,3.0,201,,,,,,,
3,0.021787937730550766,5.964027404785156,0.6568466377755966,0.6636641664454713,0.4448447447654509,0.4792,164.863,10.434,4.0,268,,,,,,,
4,0.012566354125738144,4.474965572357178,0.6910752574572574,0.6771002921885309,0.620874429559841,0.4758,166.034,10.508,5.0,335,,,,,,,
5,0.03117046132683754,7.056732177734375,0.6842495036531857,0.6688264055710325,0.37390015930840104,0.4945,159.762,10.112,6.0,402,,,,,,,
6,0.02706962637603283,6.543911933898926,0.6974733108058554,0.6768334447366849,0.41671668594238753,0.4891,161.518,10.223,7.0,469,,,,,,,
7,,,,,,,,,7.46,500,0.0209,3.0149253731343288e-05,,,,,
8,0.015794068574905396,5.040343761444092,0.7004724858925124,0.6731645731741399,0.5561226006560107,0.4783,165.179,10.454,8.0,536,,,,,,,
9,0.01651548035442829,5.1545729637146,0.7061949331120216,0.685889142211188,0.5457301082154269,0.4751,166.288,10.525,9.0,603,,,,,,,
10,0.018704747781157494,5.445936679840088,0.6971488368799497,0.6867617467901279,0.5142058375834612,0.478,165.258,10.459,10.0,670,,,,,,,
11,0.018903959542512894,5.504888534545898,0.6977473009458546,0.6881424751750084,0.5050999346123597,0.4845,163.059,10.32,11.0,737,,,,,,,
12,0.018842771649360657,5.457546234130859,0.7054951545148187,0.691252772805952,0.5230618369131164,0.4874,162.077,10.258,12.0,804,,,,,,,
13,0.020647147670388222,5.746766090393066,0.7072072386256092,0.6923612341865091,0.49681247026558084,0.4878,161.965,10.251,13.0,871,,,,,,,
14,0.016736293211579323,5.198587894439697,0.708576449645857,0.7002141999152383,0.5519997021852159,0.4829,163.599,10.354,14.0,938,,,,,,,
15,,,,,,,,,14.93,1000,0.0121,2.9850746268656716e-07,,,,,
16,0.0180984977632761,5.373398780822754,0.6970707104409789,0.6879875259031452,0.5306091703977776,0.4905,161.05,10.193,15.0,1005,,,,,,,
17,,,,,,,,,15.0,1005,,,186.9581,84.805,5.376,4050292627584000.0,0.016498747497648743
18,0.01149542536586523,4.2921648025512695,0.8069479489992673,0.8196394968349501,0.680289566344572,0.5963,162.669,11.739,15.0,1005,,,,,,,
