,eval_loss,eval_f1,eval_acc,eval_f0_5,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step,loss,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0,0.673496663570404,0.2935382778689748,0.703067176817412,0.37371280921077626,0.8894,88.827,5.622,1.0,67,,,,,,,
1,0.6155258417129517,0.3998843150486841,0.8047732547199398,0.44529371350051533,0.8672,91.098,5.766,2.0,134,,,,,,,
2,0.5982186794281006,0.4297637003519356,0.8221476510067114,0.46741032370953634,0.8902,88.747,5.617,3.0,201,,,,,,,
3,0.5976020693778992,0.44143860752857295,0.8329360848021075,0.468777837163727,0.8866,89.104,5.639,4.0,268,,,,,,,
4,0.5648545622825623,0.4565258215962441,0.8184783290472307,0.5158073413961383,0.8755,90.23,5.711,5.0,335,,,,,,,
5,0.5739853382110596,0.4650218296273734,0.8347550649187732,0.5029871727288702,0.8893,88.832,5.622,6.0,402,,,,,,,
6,0.5492254495620728,0.4691404064889054,0.8214263313052751,0.5321263905926146,0.8781,89.969,5.694,7.0,469,,,,,,,
7,,,,,,,,7.46,500,0.5878,3.0149253731343288e-05,,,,,
8,0.5596321225166321,0.47402078337330134,0.8349118735495201,0.5173842865244515,0.8755,90.235,5.711,8.0,536,,,,,,,
9,0.5491393208503723,0.47849145550972305,0.8334692341466474,0.5273412131445642,0.8689,90.916,5.754,9.0,603,,,,,,,
10,0.5517333149909973,0.48173584154473975,0.8366994919400363,0.5269575820921523,0.8891,88.855,5.624,10.0,670,,,,,,,
11,,,,,,,,10.0,670,,,222.3686,71.301,4.52,2681042918830080.0,0.5730914557158058
12,0.5857536792755127,0.47272995283018865,0.8113346870961787,0.522551000456234,1.0987,88.284,6.371,10.0,670,,,,,,,
