,eval_loss,eval_f1,eval_acc,eval_f0_5,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step,loss,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0,0.6255807876586914,0.3063938211641054,0.45361600702502664,0.5058764756921621,1.1093,71.218,9.015,1.0,133,,,,,,,
1,0.5964942574501038,0.42647058823529416,0.8189801166656213,0.46694808303233387,1.116,70.791,8.961,2.0,266,,,,,,,
2,0.6385608911514282,0.4282181132964315,0.8477388195446277,0.4246472951508922,1.1205,70.506,8.925,3.0,399,,,,,,,
3,,,,,,,,3.76,500,0.6075,7.4937343358396e-05,,,,,
4,0.6591923832893372,0.4162100165668408,0.8563319325095653,0.3932665446488777,1.1207,70.492,8.923,4.0,532,,,,,,,
5,,,,,,,,4.0,532,,,130.4069,121.581,15.298,1210432699392000.0,0.6060623477276107
6,0.643138587474823,0.32011535688536413,0.42801761649832537,0.5208184581488811,1.3771,70.438,9.44,4.0,532,,,,,,,
