,eval_loss,eval_spearmanr,eval_cohen_kappa,eval_pearsonr,epoch,step,early_stopping,lr,batch_size,full_epochs,frozen_layers,metric_for_best_model,dev,max_n_tokens,pre_trained_model_name,task,subtask,time
0,0.026611430570483208,0.9582989659170547,0.3476870603282881,0.9140189563243709,5.0,245,2,4e-05,16,5,1,pearsonr,True,512,bert-base-uncased,aes,regression,25/06/2021 13:02:55
1,0.032783910632133484,0.939967213158925,0.297424659339935,0.9094690197896071,5.0,245,2,4e-05,16,5,1,pearsonr,True,512,bert-base-uncased,aes,regression,25/06/2021 13:42:57
2,0.009726558811962605,0.7636546777710917,0.0473396929041473,0.5238570179895927,5.0,235,2,4e-05,16,5,1,pearsonr,True,512,bert-base-uncased,aes,regression,25/06/2021 13:53:52
3,0.01223765965551138,0.6740522959589673,0.01882848772464829,0.39151254379065203,5.0,235,2,4e-05,16,5,1,pearsonr,True,512,bert-base-uncased,aes,regression,25/06/2021 14:00:40
4,0.03199925646185875,0.9387492735832826,0.305672320854557,0.9168679820050174,5.0,245,2,4e-05,16,5,1,pearsonr,True,512,bert-base-uncased,aes,regression,25/06/2021 14:15:28
