,eval_loss,eval_rmse,eval_pearson,eval_spearman,eval_kappa,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,step,loss,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0,2.063621759414673,5.391037940979004,0.7030479637840877,0.7008528129008147,0.534161044711373,0.8236,95.915,12.141,1.0,133,,,,,,,
1,2.0636260509490967,5.353338241577148,0.6852070145755458,0.6842526564351386,0.52197609661473,0.8194,96.408,12.204,2.0,266,,,,,,,
2,2.063584327697754,4.849637985229492,0.698710112943786,0.6956304605999188,0.5854336432797971,0.8188,96.481,12.213,3.0,399,,,,,,,
3,,,,,,,,,3.76,500,2.0629,3.49874686716792e-05,,,,,
4,2.063617467880249,5.433137893676758,0.7073133895652184,0.7038469206706149,0.506345549999688,0.8142,97.029,12.282,4.0,532,,,,,,,
5,2.0635340213775635,5.126254081726074,0.6926747148611174,0.6862567794883416,0.54651078782306,0.8196,96.392,12.202,5.0,665,,,,,,,
6,2.0633106231689453,5.633309364318848,0.704834517611116,0.6997350316561175,0.5082725005148858,0.8167,96.732,12.245,6.0,798,,,,,,,
7,2.062920331954956,4.77069091796875,0.6946552749963747,0.6921446397642848,0.5846822784899331,0.8274,95.485,12.087,7.0,931,,,,,,,
8,,,,,,,,,7.52,1000,2.0583,2.99749373433584e-05,,,,,
9,2.0616378784179688,5.197370529174805,0.6946391862215039,0.6945036804477963,0.5365544332940939,0.8254,95.711,12.115,8.0,1064,,,,,,,
10,2.058204412460327,5.163160800933838,0.6920779679713819,0.6904897542904345,0.538145524451584,0.8161,96.805,12.254,9.0,1197,,,,,,,
11,2.049060106277466,5.250678062438965,0.6966517100924391,0.6967197457100656,0.5321758858702967,0.8147,96.965,12.274,10.0,1330,,,,,,,
12,2.0249364376068115,5.356883525848389,0.6868725856442092,0.6830276460547826,0.5194770938072106,0.8189,96.472,12.212,11.0,1463,,,,,,,
13,,,,,,,,,11.28,1500,2.0454,2.4962406015037596e-05,,,,,
14,1.963043451309204,5.728012561798096,0.692446377126337,0.6882412437607562,0.48968724239647754,0.8164,96.767,12.249,12.0,1596,,,,,,,
15,1.8140544891357422,5.332014560699463,0.695651630838482,0.6954199252200678,0.5245926354008317,0.819,96.458,12.21,13.0,1729,,,,,,,
16,1.5083718299865723,5.456386566162109,0.6949523970641873,0.6915142605367087,0.5241543668634834,0.8203,96.312,12.191,14.0,1862,,,,,,,
17,1.0400307178497314,5.113892555236816,0.7030868308747958,0.7005734154608843,0.5511363636363636,0.8334,94.79,11.999,15.0,1995,,,,,,,
18,,,,,,,,,15.04,2000,1.6811,1.9949874686716792e-05,,,,,
19,0.5756075382232666,5.795022010803223,0.7018881873201157,0.6980056361418902,0.48230080964079636,0.8247,95.788,12.125,16.0,2128,,,,,,,
20,0.26532676815986633,4.973346710205078,0.7006164263999389,0.6912634618857043,0.5659195582858174,0.8275,95.474,12.085,17.0,2261,,,,,,,
21,0.11816268414258957,5.273530960083008,0.6925410733360083,0.6910452622865044,0.5289404009466352,0.8246,95.803,12.127,18.0,2394,,,,,,,
22,,,,,,,,,18.8,2500,0.371,1.493734335839599e-05,,,,,
23,0.0555574856698513,5.19980525970459,0.6935281502963925,0.6883752485107687,0.5371913680254035,0.8281,95.404,12.076,19.0,2527,,,,,,,
24,0.03400501608848572,5.604022026062012,0.6962877590126867,0.6983550885406727,0.5004436504744103,0.8184,96.53,12.219,20.0,2660,,,,,,,
25,0.02343057654798031,5.3415021896362305,0.688874521287097,0.6857563671746154,0.5216099507748864,0.8108,97.431,12.333,21.0,2793,,,,,,,
26,0.019719332456588745,5.3022565841674805,0.6926905992759218,0.692486186074546,0.528218942741016,0.813,97.171,12.3,22.0,2926,,,,,,,
27,,,,,,,,,22.56,3000,0.0218,9.924812030075189e-06,,,,,
28,0.018193181604146957,5.262718200683594,0.6968131073841798,0.6963648820228847,0.5339395825263065,0.8163,96.781,12.251,23.0,3059,,,,,,,
29,0.01703883334994316,5.215604782104492,0.691684572658826,0.68716449530856,0.5342805381177546,0.8162,96.786,12.251,24.0,3192,,,,,,,
30,0.018862314522266388,5.458705902099609,0.6979678572878976,0.6949940077834844,0.5069990010236425,0.8135,97.115,12.293,25.0,3325,,,,,,,
31,0.01759604923427105,5.263920783996582,0.694826004619423,0.6954905502473245,0.5316678518924814,0.8139,97.069,12.287,26.0,3458,,,,,,,
32,,,,,,,,,26.32,3500,0.0099,4.912280701754386e-06,,,,,
33,0.01802607998251915,5.394558906555176,0.686183872277904,0.6806263332859115,0.5113944408321476,0.8299,95.188,12.049,27.0,3591,,,,,,,
34,0.017320597544312477,5.243440628051758,0.6941305072254221,0.6922966522161651,0.5334107145147431,0.8151,96.918,12.268,28.0,3724,,,,,,,
35,0.017716621980071068,5.278329372406006,0.6989689005158153,0.702897160848514,0.5327423948813433,0.8209,96.232,12.181,29.0,3857,,,,,,,
36,0.017933549359440804,5.334388256072998,0.6960073106965585,0.6959860039383049,0.5207669146298265,0.8156,96.856,12.26,30.0,3990,,,,,,,
37,,,,,,,,,30.0,3990,,,369.1784,85.893,10.808,4200466300692480.0,1.035071103136641
